PO_ID,Supplier,Material,Category,Quantity,Unit_Price_USD,Total_Spend_USD,Purchase_Date,Lead_Time_Days,Delivery_Date,On_Time,Facility,Country
PO-11008,Meridian Chem Group,Active Pharmaceutical Ingredient (API),Raw Materials,2965,331.14,981830.1,2025-06-06,42,2025-07-16,Yes,"Facility D - Cork, Ireland",China
PO-10098,ChemPro Solutions,Excipients,Raw Materials,2297,70.09,160996.73,2025-06-06,16,2025-06-23,Yes,"Facility D - Cork, Ireland",India
PO-10284,Apex Pharma Materials,Stainless Steel Components,Manufacturing Consumables,5849,297.7,1741247.3,2025-06-08,26,2025-07-03,Yes,Facility E - Singapore,Switzerland
PO-11067,NovaChem Ltd,Blister Packs,Packaging,1866,5.23,9759.18,2025-06-08,11,2025-06-18,Yes,"Facility A - New Brunswick, NJ",China
PO-10480,Vertex Bio Supply,Sterile Syringes,Medical Devices,5408,2.59,14006.72,2025-06-08,12,2025-06-22,Yes,"Facility B - Indianapolis, IN",India
PO-11074,BioSupply Partners,Glass Vials,Packaging,1611,5.47,8812.17,2025-06-08,9,2025-06-18,Yes,Facility E - Singapore,Germany
PO-10052,Apex Pharma Materials,Glass Vials,Packaging,1884,5.97,11247.48,2025-06-09,15,2025-06-22,Yes,Facility E - Singapore,Switzerland
PO-10067,PharmaCorp Global,Sterile Syringes,Medical Devices,1525,3.55,5413.75,2025-06-09,20,2025-06-28,Yes,Facility E - Singapore,USA
PO-10855,Vertex Bio Supply,Sterile Syringes,Medical Devices,1209,2.55,3082.95,2025-06-09,21,2025-07-01,Yes,Facility C - Puerto Rico,India
PO-10891,GlobalMed Ingredients,Stainless Steel Components,Manufacturing Consumables,3289,343.81,1130791.09,2025-06-10,42,2025-07-22,Yes,"Facility A - New Brunswick, NJ",Ireland
PO-10240,Vertex Bio Supply,Glass Vials,Packaging,866,4.06,3515.96,2025-06-10,15,2025-06-24,Yes,"Facility D - Cork, Ireland",India
PO-10925,BioSupply Partners,Blister Packs,Packaging,397,8.53,3386.41,2025-06-11,10,2025-06-20,Yes,"Facility D - Cork, Ireland",Germany
PO-10282,Vertex Bio Supply,Filtration Media,Manufacturing Consumables,917,58.9,54011.3,2025-06-11,34,2025-07-15,Yes,"Facility A - New Brunswick, NJ",India
PO-10332,Vertex Bio Supply,Blister Packs,Packaging,559,6.75,3773.25,2025-06-11,6,2025-06-16,Yes,"Facility B - Indianapolis, IN",India
PO-10750,GlobalMed Ingredients,Stainless Steel Components,Manufacturing Consumables,2719,304.35,827527.65,2025-06-11,35,2025-07-14,Yes,"Facility B - Indianapolis, IN",Ireland
PO-10400,Apex Pharma Materials,Lab Reagents,Lab Supplies,1066,144.57,154111.62,2025-06-13,21,2025-07-04,Yes,Facility C - Puerto Rico,Switzerland
PO-10232,PharmaCorp Global,Stainless Steel Components,Manufacturing Consumables,2445,301.81,737925.45,2025-06-16,31,2025-07-19,Yes,Facility E - Singapore,USA
PO-10559,NovaChem Ltd,Cold Chain Packaging,Packaging,1699,15.69,26657.31,2025-06-16,17,2025-07-05,Yes,"Facility B - Indianapolis, IN",China
PO-10226,Apex Pharma Materials,Glass Vials,Packaging,628,5.72,3592.16,2025-06-16,19,2025-07-04,Yes,"Facility D - Cork, Ireland",Switzerland
PO-10360,Meridian Chem Group,Blister Packs,Packaging,774,6.17,4775.58,2025-06-17,13,2025-07-02,Yes,Facility C - Puerto Rico,China
PO-10270,Apex Pharma Materials,Stainless Steel Components,Manufacturing Consumables,1528,304.06,464603.68,2025-06-18,36,2025-07-25,Yes,Facility C - Puerto Rico,Switzerland
PO-11075,ChemPro Solutions,Blister Packs,Packaging,2568,6.72,17256.96,2025-06-18,12,2025-07-01,Yes,Facility C - Puerto Rico,India
PO-10595,Meridian Chem Group,Lab Reagents,Lab Supplies,2767,93.52,258769.84,2025-06-19,20,2025-07-07,Yes,"Facility A - New Brunswick, NJ",China
PO-10839,GlobalMed Ingredients,Sterile Syringes,Medical Devices,775,3.14,2433.5,2025-06-19,19,2025-07-10,Yes,Facility E - Singapore,Ireland
PO-10474,GlobalMed Ingredients,Glass Vials,Packaging,856,5.12,4382.72,2025-06-20,9,2025-06-27,Yes,Facility C - Puerto Rico,Ireland
PO-10142,Meridian Chem Group,Excipients,Raw Materials,3208,57.67,185005.36,2025-06-20,18,2025-07-14,No,Facility E - Singapore,China
PO-10487,Vertex Bio Supply,Filtration Media,Manufacturing Consumables,1986,55.63,110481.18,2025-06-21,19,2025-07-10,Yes,Facility E - Singapore,India
PO-10620,Meridian Chem Group,Lab Reagents,Lab Supplies,2163,92.57,200228.91,2025-06-21,27,2025-07-17,Yes,"Facility A - New Brunswick, NJ",China
PO-11183,BioSupply Partners,Lab Reagents,Lab Supplies,1882,149.49,281340.18,2025-06-23,23,2025-07-16,Yes,Facility E - Singapore,Germany
PO-10636,Apex Pharma Materials,Filtration Media,Manufacturing Consumables,1770,67.14,118837.8,2025-06-24,22,2025-07-14,Yes,Facility E - Singapore,Switzerland
PO-11182,GlobalMed Ingredients,Sterile Syringes,Medical Devices,200,3.2,640.0,2025-06-24,14,2025-07-08,Yes,"Facility B - Indianapolis, IN",Ireland
PO-10504,ChemPro Solutions,Packaging Film,Packaging,1221,10.58,12918.18,2025-06-26,13,2025-07-17,No,"Facility A - New Brunswick, NJ",India
PO-11033,Apex Pharma Materials,Stainless Steel Components,Manufacturing Consumables,957,346.8,331887.6,2025-06-27,35,2025-08-02,Yes,"Facility D - Cork, Ireland",Switzerland
PO-10909,Vertex Bio Supply,Packaging Film,Packaging,3802,10.53,40035.06,2025-06-29,8,2025-07-07,Yes,"Facility B - Indianapolis, IN",India
PO-10448,Vertex Bio Supply,Sterile Syringes,Medical Devices,1192,2.21,2634.32,2025-06-30,26,2025-07-24,Yes,Facility C - Puerto Rico,India
PO-10774,NovaChem Ltd,Lab Reagents,Lab Supplies,2816,93.94,264535.04,2025-06-30,21,2025-07-23,Yes,"Facility B - Indianapolis, IN",China
PO-10832,Vertex Bio Supply,Filtration Media,Manufacturing Consumables,2000,56.62,113240.0,2025-06-30,27,2025-07-29,Yes,"Facility D - Cork, Ireland",India
PO-11022,Meridian Chem Group,Excipients,Raw Materials,295,58.18,17163.1,2025-06-30,17,2025-07-19,Yes,"Facility B - Indianapolis, IN",China
PO-10055,Vertex Bio Supply,Active Pharmaceutical Ingredient (API),Raw Materials,4032,328.39,1324068.48,2025-06-30,28,2025-08-04,No,"Facility A - New Brunswick, NJ",India
PO-10234,GlobalMed Ingredients,Excipients,Raw Materials,233,82.74,19278.42,2025-06-30,8,2025-07-08,Yes,"Facility D - Cork, Ireland",Ireland
PO-10600,ChemPro Solutions,Excipients,Raw Materials,553,63.41,35065.73,2025-06-30,22,2025-07-23,Yes,"Facility A - New Brunswick, NJ",India
PO-11041,Vertex Bio Supply,Active Pharmaceutical Ingredient (API),Raw Materials,2183,384.91,840258.53,2025-07-02,38,2025-08-09,Yes,"Facility B - Indianapolis, IN",India
PO-10732,Vertex Bio Supply,Glass Vials,Packaging,3247,3.88,12598.36,2025-07-04,18,2025-07-22,Yes,Facility C - Puerto Rico,India
PO-10579,GlobalMed Ingredients,Excipients,Raw Materials,920,82.92,76286.4,2025-07-04,20,2025-08-06,No,Facility E - Singapore,Ireland
PO-10036,Meridian Chem Group,Packaging Film,Packaging,1102,11.67,12860.34,2025-07-04,14,2025-07-20,Yes,"Facility B - Indianapolis, IN",China
PO-10444,Meridian Chem Group,Filtration Media,Manufacturing Consumables,2860,43.96,125725.6,2025-07-04,39,2025-08-29,No,Facility C - Puerto Rico,China
PO-10915,PharmaCorp Global,Lab Reagents,Lab Supplies,684,118.8,81259.2,2025-07-04,25,2025-07-30,Yes,"Facility B - Indianapolis, IN",USA
PO-10662,BioSupply Partners,Active Pharmaceutical Ingredient (API),Raw Materials,375,459.78,172417.5,2025-07-05,35,2025-08-09,Yes,"Facility B - Indianapolis, IN",Germany
PO-10805,BioSupply Partners,Filtration Media,Manufacturing Consumables,1508,83.16,125405.28,2025-07-06,18,2025-07-26,Yes,Facility E - Singapore,Germany
PO-11121,PharmaCorp Global,Stainless Steel Components,Manufacturing Consumables,2313,317.7,734840.1,2025-07-06,13,2025-07-23,No,Facility C - Puerto Rico,USA
PO-10851,PharmaCorp Global,Sterile Syringes,Medical Devices,2004,2.99,5991.96,2025-07-06,23,2025-07-28,Yes,Facility E - Singapore,USA
PO-10224,Apex Pharma Materials,Stainless Steel Components,Manufacturing Consumables,922,348.42,321243.24,2025-07-07,46,2025-08-23,Yes,"Facility B - Indianapolis, IN",Switzerland
PO-10431,Vertex Bio Supply,Sterile Syringes,Medical Devices,516,2.64,1362.24,2025-07-07,23,2025-08-01,Yes,"Facility A - New Brunswick, NJ",India
PO-10517,Apex Pharma Materials,Blister Packs,Packaging,225,10.24,2304.0,2025-07-07,10,2025-07-19,Yes,Facility E - Singapore,Switzerland
PO-10593,Meridian Chem Group,Packaging Film,Packaging,2203,12.36,27229.08,2025-07-07,8,2025-07-16,Yes,"Facility A - New Brunswick, NJ",China
PO-10318,NovaChem Ltd,Stainless Steel Components,Manufacturing Consumables,1908,218.02,415982.16,2025-07-08,30,2025-08-13,No,"Facility D - Cork, Ireland",China
PO-10288,PharmaCorp Global,Filtration Media,Manufacturing Consumables,115,58.04,6674.6,2025-07-08,26,2025-08-05,Yes,"Facility D - Cork, Ireland",USA
PO-10437,GlobalMed Ingredients,Filtration Media,Manufacturing Consumables,1553,65.52,101752.56,2025-07-09,23,2025-08-03,Yes,Facility C - Puerto Rico,Ireland
PO-10619,PharmaCorp Global,Active Pharmaceutical Ingredient (API),Raw Materials,428,531.58,227516.24,2025-07-11,62,2025-09-09,Yes,Facility E - Singapore,USA
PO-11117,MedSource Industries,Excipients,Raw Materials,763,89.29,68128.27,2025-07-12,25,2025-08-17,No,Facility E - Singapore,USA
PO-11071,PharmaCorp Global,Cold Chain Packaging,Packaging,1548,22.92,35480.16,2025-07-13,18,2025-07-29,Yes,"Facility D - Cork, Ireland",USA
PO-10168,Vertex Bio Supply,Excipients,Raw Materials,828,58.77,48661.56,2025-07-14,22,2025-08-04,Yes,"Facility A - New Brunswick, NJ",India
PO-10195,PharmaCorp Global,Stainless Steel Components,Manufacturing Consumables,2063,287.19,592472.97,2025-07-14,46,2025-08-30,Yes,"Facility A - New Brunswick, NJ",USA
PO-10603,NovaChem Ltd,Sterile Syringes,Medical Devices,2611,2.47,6449.17,2025-07-14,19,2025-08-03,Yes,Facility C - Puerto Rico,China
PO-10044,BioSupply Partners,Active Pharmaceutical Ingredient (API),Raw Materials,952,530.73,505254.96,2025-07-17,56,2025-09-13,Yes,Facility E - Singapore,Germany
PO-10995,MedSource Industries,Filtration Media,Manufacturing Consumables,893,66.79,59643.47,2025-07-19,18,2025-08-07,Yes,"Facility B - Indianapolis, IN",USA
PO-10824,GlobalMed Ingredients,Excipients,Raw Materials,781,79.44,62042.64,2025-07-19,25,2025-08-27,No,"Facility A - New Brunswick, NJ",Ireland
PO-10780,Meridian Chem Group,Lab Reagents,Lab Supplies,478,83.79,40051.62,2025-07-19,22,2025-08-12,Yes,Facility C - Puerto Rico,China
PO-10961,NovaChem Ltd,Sterile Syringes,Medical Devices,2641,2.38,6285.58,2025-07-20,20,2025-08-10,Yes,"Facility A - New Brunswick, NJ",China
PO-10510,PharmaCorp Global,Glass Vials,Packaging,963,4.68,4506.84,2025-07-20,10,2025-08-01,Yes,"Facility B - Indianapolis, IN",USA
PO-10979,Vertex Bio Supply,Glass Vials,Packaging,1389,4.23,5875.47,2025-07-21,9,2025-07-29,Yes,"Facility A - New Brunswick, NJ",India
PO-10505,PurePharm Supply Co,Lab Reagents,Lab Supplies,558,121.19,67624.02,2025-07-22,20,2025-08-13,Yes,"Facility A - New Brunswick, NJ",USA
PO-11106,NovaChem Ltd,Stainless Steel Components,Manufacturing Consumables,970,244.56,237223.2,2025-07-22,28,2025-08-30,No,Facility E - Singapore,China
PO-11089,Vertex Bio Supply,Excipients,Raw Materials,716,74.82,53571.12,2025-07-22,12,2025-08-01,Yes,"Facility B - Indianapolis, IN",India
PO-11083,Meridian Chem Group,Glass Vials,Packaging,1465,4.0,5860.0,2025-07-23,12,2025-08-02,Yes,"Facility B - Indianapolis, IN",China
PO-10406,NovaChem Ltd,Active Pharmaceutical Ingredient (API),Raw Materials,621,355.64,220852.44,2025-07-23,37,2025-08-27,Yes,"Facility B - Indianapolis, IN",China
PO-10031,GlobalMed Ingredients,Lab Reagents,Lab Supplies,594,134.85,80100.9,2025-07-23,15,2025-08-08,Yes,"Facility B - Indianapolis, IN",Ireland
PO-10291,PurePharm Supply Co,Glass Vials,Packaging,1968,5.18,10194.24,2025-07-24,15,2025-08-07,Yes,"Facility A - New Brunswick, NJ",USA
PO-11109,BioSupply Partners,Blister Packs,Packaging,2709,7.73,20940.57,2025-07-25,12,2025-08-04,Yes,"Facility A - New Brunswick, NJ",Germany
PO-10482,ChemPro Solutions,Stainless Steel Components,Manufacturing Consumables,511,240.88,123089.68,2025-07-25,39,2025-09-02,Yes,Facility E - Singapore,India
PO-10271,BioSupply Partners,Stainless Steel Components,Manufacturing Consumables,1446,292.89,423518.94,2025-07-26,33,2025-08-27,Yes,"Facility A - New Brunswick, NJ",Germany
PO-10689,ChemPro Solutions,Sterile Syringes,Medical Devices,449,2.44,1095.56,2025-07-26,19,2025-08-12,Yes,Facility C - Puerto Rico,India
PO-10352,Meridian Chem Group,Packaging Film,Packaging,778,10.19,7927.82,2025-07-27,7,2025-08-04,Yes,"Facility D - Cork, Ireland",China
PO-11009,NovaChem Ltd,Lab Reagents,Lab Supplies,673,80.73,54331.29,2025-07-27,20,2025-08-16,Yes,"Facility A - New Brunswick, NJ",China
PO-10119,GlobalMed Ingredients,Glass Vials,Packaging,2539,4.95,12568.05,2025-07-28,17,2025-08-14,Yes,"Facility B - Indianapolis, IN",Ireland
PO-10562,MedSource Industries,Packaging Film,Packaging,1380,13.63,18809.4,2025-07-28,11,2025-08-08,Yes,"Facility A - New Brunswick, NJ",USA
PO-10420,ChemPro Solutions,Filtration Media,Manufacturing Consumables,5744,46.26,265717.44,2025-07-28,33,2025-08-31,Yes,Facility E - Singapore,India
PO-11119,GlobalMed Ingredients,Sterile Syringes,Medical Devices,1131,3.26,3687.06,2025-07-29,33,2025-09-02,Yes,Facility E - Singapore,Ireland
PO-10674,PurePharm Supply Co,Filtration Media,Manufacturing Consumables,864,68.94,59564.16,2025-07-29,23,2025-08-19,Yes,Facility C - Puerto Rico,USA
PO-10150,Meridian Chem Group,Cold Chain Packaging,Packaging,285,18.22,5192.7,2025-07-29,12,2025-08-11,Yes,"Facility A - New Brunswick, NJ",China
PO-10921,BioSupply Partners,Cold Chain Packaging,Packaging,881,21.71,19126.51,2025-08-01,14,2025-08-13,Yes,"Facility D - Cork, Ireland",Germany
PO-10395,Vertex Bio Supply,Stainless Steel Components,Manufacturing Consumables,491,242.07,118856.37,2025-08-01,37,2025-09-06,Yes,"Facility A - New Brunswick, NJ",India
PO-10457,MedSource Industries,Lab Reagents,Lab Supplies,1052,128.91,135613.32,2025-08-02,11,2025-08-14,Yes,"Facility A - New Brunswick, NJ",USA
PO-10756,Meridian Chem Group,Packaging Film,Packaging,810,11.08,8974.8,2025-08-02,15,2025-08-19,Yes,Facility C - Puerto Rico,China
PO-10121,NovaChem Ltd,Stainless Steel Components,Manufacturing Consumables,826,193.6,159913.6,2025-08-02,27,2025-09-03,No,Facility C - Puerto Rico,China
PO-10878,ChemPro Solutions,Stainless Steel Components,Manufacturing Consumables,2169,257.59,558712.71,2025-08-03,32,2025-09-10,No,Facility C - Puerto Rico,India
PO-10499,PharmaCorp Global,Sterile Syringes,Medical Devices,2834,2.71,7680.14,2025-08-04,18,2025-08-20,Yes,Facility E - Singapore,USA
PO-10264,Meridian Chem Group,Lab Reagents,Lab Supplies,1208,93.13,112501.04,2025-08-04,12,2025-08-15,Yes,"Facility D - Cork, Ireland",China
PO-10860,PurePharm Supply Co,Packaging Film,Packaging,252,17.23,4341.96,2025-08-04,13,2025-08-21,No,"Facility A - New Brunswick, NJ",USA
PO-10958,Vertex Bio Supply,Filtration Media,Manufacturing Consumables,1219,57.64,70263.16,2025-08-04,21,2025-08-24,Yes,"Facility A - New Brunswick, NJ",India
PO-10983,MedSource Industries,Packaging Film,Packaging,2439,16.65,40609.35,2025-08-04,9,2025-08-30,No,"Facility A - New Brunswick, NJ",USA
PO-10882,MedSource Industries,Lab Reagents,Lab Supplies,878,130.41,114499.98,2025-08-05,8,2025-08-13,Yes,"Facility B - Indianapolis, IN",USA
PO-10206,Meridian Chem Group,Lab Reagents,Lab Supplies,966,90.86,87770.76,2025-08-05,16,2025-08-21,Yes,Facility E - Singapore,China
PO-10512,GlobalMed Ingredients,Cold Chain Packaging,Packaging,414,21.47,8888.58,2025-08-05,10,2025-08-16,Yes,Facility E - Singapore,Ireland
PO-10136,NovaChem Ltd,Lab Reagents,Lab Supplies,3562,92.44,329271.28,2025-08-06,15,2025-08-20,Yes,"Facility B - Indianapolis, IN",China
PO-10242,BioSupply Partners,Lab Reagents,Lab Supplies,605,153.91,93115.55,2025-08-06,13,2025-08-17,Yes,"Facility B - Indianapolis, IN",Germany
PO-10977,Apex Pharma Materials,Blister Packs,Packaging,859,8.62,7404.58,2025-08-06,18,2025-08-26,Yes,"Facility A - New Brunswick, NJ",Switzerland
PO-10157,MedSource Industries,Excipients,Raw Materials,264,90.0,23760.0,2025-08-07,24,2025-08-29,Yes,Facility C - Puerto Rico,USA
PO-10117,Apex Pharma Materials,Cold Chain Packaging,Packaging,662,28.41,18807.42,2025-08-07,13,2025-08-20,Yes,"Facility B - Indianapolis, IN",Switzerland
PO-10325,GlobalMed Ingredients,Packaging Film,Packaging,1249,14.32,17885.68,2025-08-08,6,2025-08-13,Yes,Facility C - Puerto Rico,Ireland
PO-10783,Meridian Chem Group,Blister Packs,Packaging,1525,6.68,10187.0,2025-08-08,8,2025-08-15,Yes,"Facility A - New Brunswick, NJ",China
PO-11101,NovaChem Ltd,Excipients,Raw Materials,282,56.89,16042.98,2025-08-08,23,2025-09-02,Yes,Facility E - Singapore,China
PO-10969,PurePharm Supply Co,Glass Vials,Packaging,348,5.41,1882.68,2025-08-08,14,2025-08-22,Yes,"Facility A - New Brunswick, NJ",USA
PO-10484,GlobalMed Ingredients,Lab Reagents,Lab Supplies,652,109.45,71361.4,2025-08-09,23,2025-09-01,Yes,"Facility D - Cork, Ireland",Ireland
PO-10204,NovaChem Ltd,Sterile Syringes,Medical Devices,675,2.16,1458.0,2025-08-09,23,2025-09-09,No,Facility C - Puerto Rico,China
PO-10046,GlobalMed Ingredients,Sterile Syringes,Medical Devices,2615,2.71,7086.65,2025-08-10,19,2025-08-28,Yes,"Facility D - Cork, Ireland",Ireland
PO-10432,ChemPro Solutions,Excipients,Raw Materials,1059,60.77,64355.43,2025-08-10,9,2025-08-18,Yes,"Facility A - New Brunswick, NJ",India
PO-10658,MedSource Industries,Cold Chain Packaging,Packaging,603,23.48,14158.44,2025-08-12,13,2025-08-25,Yes,"Facility B - Indianapolis, IN",USA
PO-10523,Vertex Bio Supply,Glass Vials,Packaging,612,4.13,2527.56,2025-08-12,5,2025-08-16,Yes,"Facility D - Cork, Ireland",India
PO-10405,PurePharm Supply Co,Active Pharmaceutical Ingredient (API),Raw Materials,501,481.14,241051.14,2025-08-12,37,2025-09-18,Yes,Facility E - Singapore,USA
PO-10169,GlobalMed Ingredients,Blister Packs,Packaging,3040,7.5,22800.0,2025-08-12,16,2025-08-26,Yes,"Facility A - New Brunswick, NJ",Ireland
PO-10836,ChemPro Solutions,Blister Packs,Packaging,1637,7.32,11982.84,2025-08-13,10,2025-08-25,Yes,Facility E - Singapore,India
PO-11027,ChemPro Solutions,Packaging Film,Packaging,897,11.74,10530.78,2025-08-14,12,2025-08-28,Yes,"Facility A - New Brunswick, NJ",India
PO-10828,PurePharm Supply Co,Cold Chain Packaging,Packaging,3097,23.11,71571.67,2025-08-14,14,2025-08-29,Yes,"Facility D - Cork, Ireland",USA
PO-10997,PurePharm Supply Co,Sterile Syringes,Medical Devices,2963,3.6,10666.8,2025-08-15,16,2025-08-30,Yes,"Facility D - Cork, Ireland",USA
PO-10357,PurePharm Supply Co,Excipients,Raw Materials,2418,78.31,189353.58,2025-08-15,19,2025-09-02,Yes,"Facility D - Cork, Ireland",USA
PO-10496,ChemPro Solutions,Blister Packs,Packaging,4250,6.87,29197.5,2025-08-15,11,2025-09-13,No,Facility C - Puerto Rico,India
PO-10298,Meridian Chem Group,Stainless Steel Components,Manufacturing Consumables,713,231.07,164752.91,2025-08-15,44,2025-09-27,Yes,Facility E - Singapore,China
PO-10904,MedSource Industries,Blister Packs,Packaging,942,7.17,6754.14,2025-08-16,13,2025-08-27,Yes,"Facility A - New Brunswick, NJ",USA
PO-10158,ChemPro Solutions,Excipients,Raw Materials,240,69.91,16778.4,2025-08-16,15,2025-09-15,No,Facility C - Puerto Rico,India
PO-10143,PurePharm Supply Co,Filtration Media,Manufacturing Consumables,1821,60.59,110334.39,2025-08-16,28,2025-09-14,Yes,"Facility B - Indianapolis, IN",USA
PO-11198,MedSource Industries,Excipients,Raw Materials,1177,75.59,88969.43,2025-08-17,15,2025-08-30,Yes,"Facility D - Cork, Ireland",USA
PO-10524,Meridian Chem Group,Blister Packs,Packaging,2271,6.33,14375.43,2025-08-18,8,2025-09-11,No,Facility C - Puerto Rico,China
PO-10454,ChemPro Solutions,Excipients,Raw Materials,564,60.6,34178.4,2025-08-21,16,2025-09-07,Yes,Facility C - Puerto Rico,India
PO-10789,Meridian Chem Group,Stainless Steel Components,Manufacturing Consumables,153,229.75,35151.75,2025-08-21,29,2025-09-21,Yes,"Facility A - New Brunswick, NJ",China
PO-11026,Vertex Bio Supply,Sterile Syringes,Medical Devices,2646,2.8,7408.8,2025-08-22,24,2025-09-14,Yes,"Facility D - Cork, Ireland",India
PO-10768,PharmaCorp Global,Stainless Steel Components,Manufacturing Consumables,1413,358.65,506772.45,2025-08-23,40,2025-09-30,Yes,"Facility B - Indianapolis, IN",USA
PO-10514,PharmaCorp Global,Excipients,Raw Materials,89,81.81,7281.09,2025-08-23,17,2025-09-08,Yes,"Facility A - New Brunswick, NJ",USA
PO-10040,BioSupply Partners,Excipients,Raw Materials,891,98.87,88093.17,2025-08-24,21,2025-09-14,Yes,"Facility A - New Brunswick, NJ",Germany
PO-10333,NovaChem Ltd,Packaging Film,Packaging,196,10.9,2136.4,2025-08-25,9,2025-09-03,Yes,"Facility B - Indianapolis, IN",China
PO-10086,PurePharm Supply Co,Blister Packs,Packaging,3690,7.74,28560.6,2025-08-26,10,2025-09-03,Yes,Facility C - Puerto Rico,USA
PO-10678,NovaChem Ltd,Sterile Syringes,Medical Devices,3497,2.26,7903.22,2025-08-26,27,2025-09-21,Yes,Facility C - Puerto Rico,China
PO-10072,PharmaCorp Global,Blister Packs,Packaging,767,7.86,6028.62,2025-08-29,10,2025-09-06,Yes,Facility C - Puerto Rico,USA
PO-10381,PharmaCorp Global,Active Pharmaceutical Ingredient (API),Raw Materials,1622,471.03,764010.66,2025-08-29,30,2025-09-29,Yes,"Facility A - New Brunswick, NJ",USA
PO-10427,Meridian Chem Group,Filtration Media,Manufacturing Consumables,3069,52.8,162043.2,2025-08-29,20,2025-09-17,Yes,Facility C - Puerto Rico,China
PO-10790,MedSource Industries,Active Pharmaceutical Ingredient (API),Raw Materials,1827,410.8,750531.6,2025-08-30,53,2025-10-20,Yes,Facility E - Singapore,USA
PO-10185,BioSupply Partners,Blister Packs,Packaging,988,9.48,9366.24,2025-08-31,9,2025-09-07,Yes,Facility E - Singapore,Germany
PO-10558,ChemPro Solutions,Excipients,Raw Materials,485,69.03,33479.55,2025-08-31,26,2025-10-10,No,"Facility B - Indianapolis, IN",India
PO-10548,MedSource Industries,Stainless Steel Components,Manufacturing Consumables,786,285.63,224505.18,2025-09-01,32,2025-10-02,Yes,Facility C - Puerto Rico,USA
PO-10328,MedSource Industries,Glass Vials,Packaging,1987,5.03,9994.61,2025-09-01,16,2025-09-19,Yes,"Facility D - Cork, Ireland",USA
PO-10440,GlobalMed Ingredients,Filtration Media,Manufacturing Consumables,1301,73.73,95922.73,2025-09-02,26,2025-10-03,No,"Facility A - New Brunswick, NJ",Ireland
PO-10469,PharmaCorp Global,Packaging Film,Packaging,692,17.91,12393.72,2025-09-02,10,2025-09-12,Yes,Facility E - Singapore,USA
PO-10253,Vertex Bio Supply,Filtration Media,Manufacturing Consumables,2332,54.92,128073.44,2025-09-03,14,2025-09-16,Yes,"Facility D - Cork, Ireland",India
PO-10990,Meridian Chem Group,Excipients,Raw Materials,99,70.81,7010.19,2025-09-04,17,2025-09-19,Yes,Facility C - Puerto Rico,China
PO-10948,ChemPro Solutions,Cold Chain Packaging,Packaging,554,18.02,9983.08,2025-09-05,13,2025-09-16,Yes,Facility E - Singapore,India
PO-10462,BioSupply Partners,Cold Chain Packaging,Packaging,1981,21.67,42928.27,2025-09-05,14,2025-09-17,Yes,Facility E - Singapore,Germany
PO-11085,NovaChem Ltd,Excipients,Raw Materials,1949,53.78,104817.22,2025-09-05,22,2025-10-10,No,Facility C - Puerto Rico,China
PO-10389,Vertex Bio Supply,Cold Chain Packaging,Packaging,2466,15.63,38543.58,2025-09-06,19,2025-09-23,Yes,"Facility A - New Brunswick, NJ",India
PO-11126,Meridian Chem Group,Excipients,Raw Materials,842,56.65,47699.3,2025-09-06,19,2025-09-25,Yes,"Facility B - Indianapolis, IN",China
PO-11136,Apex Pharma Materials,Sterile Syringes,Medical Devices,2872,3.36,9649.92,2025-09-06,14,2025-09-20,Yes,"Facility B - Indianapolis, IN",Switzerland
PO-10108,PurePharm Supply Co,Active Pharmaceutical Ingredient (API),Raw Materials,516,515.88,266194.08,2025-09-07,27,2025-10-06,Yes,"Facility D - Cork, Ireland",USA
PO-10369,NovaChem Ltd,Sterile Syringes,Medical Devices,3779,2.19,8276.01,2025-09-07,21,2025-09-27,Yes,"Facility A - New Brunswick, NJ",China
PO-10080,Vertex Bio Supply,Active Pharmaceutical Ingredient (API),Raw Materials,1662,356.15,591921.3,2025-09-07,47,2025-10-24,Yes,Facility C - Puerto Rico,India
PO-10713,Meridian Chem Group,Active Pharmaceutical Ingredient (API),Raw Materials,1163,403.62,469410.06,2025-09-08,56,2025-11-01,Yes,"Facility D - Cork, Ireland",China
PO-10675,PurePharm Supply Co,Stainless Steel Components,Manufacturing Consumables,1650,315.61,520756.5,2025-09-08,28,2025-10-04,Yes,"Facility A - New Brunswick, NJ",USA
PO-10528,NovaChem Ltd,Active Pharmaceutical Ingredient (API),Raw Materials,3902,358.19,1397657.38,2025-09-09,46,2025-10-25,Yes,"Facility B - Indianapolis, IN",China
PO-10910,NovaChem Ltd,Active Pharmaceutical Ingredient (API),Raw Materials,2849,385.94,1099543.06,2025-09-10,52,2025-11-01,Yes,"Facility B - Indianapolis, IN",China
PO-10660,Vertex Bio Supply,Excipients,Raw Materials,1976,65.62,129665.12,2025-09-10,23,2025-10-07,No,"Facility A - New Brunswick, NJ",India
PO-11137,GlobalMed Ingredients,Filtration Media,Manufacturing Consumables,4120,62.15,256058.0,2025-09-11,27,2025-10-08,Yes,"Facility B - Indianapolis, IN",Ireland
PO-10032,NovaChem Ltd,Lab Reagents,Lab Supplies,152,83.83,12742.16,2025-09-11,19,2025-10-01,Yes,Facility E - Singapore,China
PO-10971,NovaChem Ltd,Stainless Steel Components,Manufacturing Consumables,283,207.92,58841.36,2025-09-12,39,2025-10-23,Yes,"Facility D - Cork, Ireland",China
